,agentId,rid,isMale,age,race,income,educationLevel,isWhite,over70k,isVulnerable,odd vulnerability,age_report,income_report,race_report,gender_report,edu_report
0,0,1,True,42.083333333333336,BlackOnly,132677,HighSchoolOrCollege,False,True,False,1,False,True,False,True,False
1,1,1,False,59.083333333333336,WhiteOnly,35223,Bachelors,True,False,True,1,False,False,True,True,True
2,2,1,False,34.083333333333336,Plus2Races,239336,Graduate,False,True,False,1,True,False,False,True,False
3,3,1,True,56.083333333333336,WhiteOnly,126517,HighSchoolOrCollege,True,True,True,1,True,True,True,False,False
4,4,1,False,24.08333333333333,WhiteOnly,121669,Bachelors,True,True,False,1,False,True,True,False,False
5,5,1,False,51.083333333333336,BlackOnly,321565,Low,False,True,True,1,False,True,True,True,True
6,6,1,False,32.083333333333336,BlackOnly,390151,Graduate,False,True,False,1,False,True,True,False,True
7,7,1,False,46.083333333333336,BlackOnly,493862,Bachelors,False,True,False,1,False,True,True,True,False
8,8,1,False,21.08333333333333,BlackOnly,92478,Low,False,True,False,1,True,True,True,True,False
9,9,1,True,54.083333333333336,WhiteOnly,335941,HighSchoolOrCollege,True,True,True,1,False,True,False,False,True
10,10,1,False,55.083333333333336,AsianOnly,53315,Bachelors,False,False,True,1,True,False,True,True,False
11,11,1,False,31.08333333333333,BlackOnly,79362,Bachelors,False,True,False,1,True,True,False,False,True
12,12,1,False,26.08333333333333,PacIslandOnly,104443,Bachelors,False,True,False,1,True,True,True,True,True
13,13,1,False,39.083333333333336,BlackOnly,132943,Bachelors,False,True,False,1,True,True,True,True,False
14,14,1,False,34.083333333333336,BlackOnly,470389,Graduate,False,True,False,1,False,True,True,True,True
15,15,1,True,26.08333333333333,WhiteOnly,61782,Graduate,True,False,False,1,False,False,False,True,True
16,16,1,True,20.08333333333333,BlackOnly,91562,Bachelors,False,True,False,1,False,True,False,False,True
17,17,1,True,40.083333333333336,WhiteOnly,43357,HighSchoolOrCollege,True,False,False,1,False,False,False,False,True
18,18,1,True,30.08333333333333,BlackOnly,421727,HighSchoolOrCollege,False,True,False,1,True,True,True,False,False
19,19,1,True,38.083333333333336,BlackOnly,85367,Bachelors,False,True,False,1,False,True,True,False,False
20,20,1,True,26.08333333333333,WhiteOnly,426497,HighSchoolOrCollege,True,True,False,1,True,True,True,False,True
21,21,1,False,30.08333333333333,BlackOnly,369098,HighSchoolOrCollege,False,True,False,1,True,True,True,False,False
22,22,1,False,29.08333333333333,WhiteOnly,53077,Graduate,True,False,False,1,True,False,False,True,False
23,23,1,False,30.08333333333333,WhiteOnly,43241,Graduate,True,False,False,1,False,False,False,True,False
24,24,1,False,47.083333333333336,BlackOnly,174210,Bachelors,False,True,False,1,True,True,False,True,False
25,25,1,True,33.083333333333336,BlackOnly,380460,Bachelors,False,True,False,1,False,False,True,False,False
26,26,1,False,36.083333333333336,BlackOnly,63725,HighSchoolOrCollege,False,False,False,1,True,False,False,False,True
27,27,1,True,32.083333333333336,WhiteOnly,88572,Bachelors,True,True,False,1,False,False,False,False,True
28,28,1,False,29.08333333333333,BlackOnly,56056,Bachelors,False,False,False,1,False,True,False,False,True
29,29,1,False,26.08333333333333,WhiteOnly,468308,Bachelors,True,True,False,1,True,True,True,True,True
30,30,1,True,26.08333333333333,WhiteOnly,359704,HighSchoolOrCollege,True,True,False,1,False,False,False,False,False
31,31,1,True,32.083333333333336,BlackOnly,113622,Graduate,False,True,False,1,False,True,False,False,True
32,32,1,True,26.08333333333333,BlackOnly,171953,Graduate,False,True,False,1,True,True,False,True,True
33,33,1,False,27.08333333333333,WhiteOnly,30971,HighSchoolOrCollege,True,False,False,1,False,False,False,True,False
34,34,1,True,34.083333333333336,WhiteOnly,89383,Bachelors,True,True,False,1,True,True,True,False,False
35,35,1,True,28.08333333333333,BlackOnly,79885,Bachelors,False,True,False,1,False,True,False,False,False
36,36,1,True,30.08333333333333,BlackOnly,86268,Graduate,False,True,False,1,True,True,True,False,True
37,37,1,False,57.083333333333336,BlackOnly,92981,Bachelors,False,True,True,1,True,True,True,True,False
38,38,1,True,34.083333333333336,WhiteOnly,311553,Bachelors,True,True,False,1,False,True,False,False,False
39,39,1,False,25.08333333333333,Plus2Races,199315,Bachelors,False,True,False,1,False,True,False,False,True
40,40,1,True,31.08333333333333,BlackOnly,69706,Bachelors,False,False,False,1,True,True,False,False,True
41,41,1,True,35.083333333333336,Plus2Races,68871,Bachelors,False,False,False,1,True,True,True,False,False
42,42,1,False,56.083333333333336,WhiteOnly,355593,Graduate,True,True,True,1,True,False,False,True,True
43,43,1,False,29.08333333333333,BlackOnly,191170,Bachelors,False,True,False,1,True,False,False,True,True
44,44,1,False,26.08333333333333,WhiteOnly,148582,Graduate,True,True,False,1,False,True,False,False,False
45,45,1,False,24.08333333333333,BlackOnly,272721,Graduate,False,True,False,1,False,True,True,True,True
46,46,1,False,31.08333333333333,WhiteOnly,454482,Bachelors,True,True,False,1,False,False,False,True,True
47,47,1,False,29.08333333333333,BlackOnly,435440,HighSchoolOrCollege,False,True,False,1,True,True,False,False,True
48,48,1,True,28.08333333333333,BlackOnly,86399,Bachelors,False,True,False,1,False,True,True,True,False
49,49,1,False,32.083333333333336,BlackOnly,74454,HighSchoolOrCollege,False,True,False,1,True,True,False,False,False
50,50,1,True,26.08333333333333,WhiteOnly,141117,Bachelors,True,True,False,1,False,False,True,False,False
51,51,1,True,34.083333333333336,BlackOnly,82322,Graduate,False,True,False,1,True,True,True,True,True
52,52,1,False,33.083333333333336,WhiteOnly,90363,HighSchoolOrCollege,True,True,False,1,True,False,True,True,False
53,53,1,False,21.08333333333333,Plus2Races,468977,Bachelors,False,True,False,1,False,False,True,True,True
54,54,1,False,28.08333333333333,WhiteOnly,474743,Bachelors,True,True,False,1,True,True,False,True,True
55,55,1,False,25.08333333333333,BlackOnly,58042,Bachelors,False,False,False,1,False,False,True,False,True
56,56,1,False,44.083333333333336,WhiteOnly,50651,Graduate,True,False,False,1,False,False,False,True,True
57,57,1,True,46.083333333333336,WhiteOnly,71264,Bachelors,True,True,False,1,True,False,False,False,False
58,58,1,True,20.08333333333333,AsianOnly,348981,Graduate,False,True,False,1,True,False,True,False,True
59,59,1,False,33.083333333333336,BlackOnly,378163,Graduate,False,True,False,1,False,True,True,False,True
60,60,1,False,25.08333333333333,BlackOnly,213210,HighSchoolOrCollege,False,True,False,1,True,False,True,True,False
61,61,1,True,34.083333333333336,Plus2Races,93330,HighSchoolOrCollege,False,True,False,1,False,True,False,False,False
62,62,1,False,16.083333333333332,BlackOnly,86409,Bachelors,False,True,False,1,False,True,True,True,False
63,63,1,False,23.08333333333333,BlackOnly,270689,Bachelors,False,True,False,1,True,True,True,True,True
64,64,1,True,29.08333333333333,AsianOnly,478903,Bachelors,False,True,False,1,True,True,False,True,False
65,65,1,False,40.083333333333336,WhiteOnly,473946,HighSchoolOrCollege,True,True,False,1,False,True,False,True,False
66,66,1,True,21.08333333333333,AsianOnly,374092,Bachelors,False,True,False,1,False,False,False,True,False
67,67,1,False,32.083333333333336,BlackOnly,105843,Graduate,False,True,False,1,False,True,True,True,False
68,68,1,False,40.083333333333336,BlackOnly,146033,Graduate,False,True,False,1,True,True,False,True,True
69,69,1,False,20.08333333333333,BlackOnly,91740,Bachelors,False,True,False,1,False,True,True,True,True
70,70,1,False,35.083333333333336,BlackOnly,146947,HighSchoolOrCollege,False,True,False,1,False,False,True,True,True
71,71,1,False,22.08333333333333,BlackOnly,71122,Graduate,False,True,False,1,False,True,False,False,True
72,72,1,True,33.083333333333336,BlackOnly,311096,Bachelors,False,True,False,1,True,True,True,True,True
73,73,1,True,61.083333333333336,WhiteOnly,50268,HighSchoolOrCollege,True,False,True,1,True,False,False,True,True
74,74,1,False,30.08333333333333,WhiteOnly,33244,Bachelors,True,False,False,1,True,True,False,True,True
75,75,1,False,21.08333333333333,BlackOnly,88144,Bachelors,False,True,False,1,False,True,True,True,False
76,76,1,True,27.08333333333333,WhiteOnly,265064,Graduate,True,True,False,1,False,False,False,False,False
77,77,1,True,22.08333333333333,BlackOnly,39859,HighSchoolOrCollege,False,False,False,1,False,False,False,False,False
78,78,1,False,55.083333333333336,WhiteOnly,215775,HighSchoolOrCollege,True,True,True,1,True,True,True,True,False
79,79,1,True,29.08333333333333,WhiteOnly,56196,HighSchoolOrCollege,True,False,False,1,True,False,False,False,True
80,80,1,True,21.08333333333333,AsianOnly,439751,Bachelors,False,True,False,1,True,False,True,False,True
81,81,1,False,36.083333333333336,BlackOnly,65627,Bachelors,False,False,False,1,False,False,False,False,False
82,82,1,False,31.08333333333333,WhiteOnly,478432,Bachelors,True,True,False,1,True,True,True,True,True
83,83,1,False,22.08333333333333,BlackOnly,475610,HighSchoolOrCollege,False,True,False,1,False,True,True,True,False
84,84,1,False,34.083333333333336,Plus2Races,61435,Bachelors,False,False,False,1,False,False,False,True,False
85,85,1,False,22.08333333333333,BlackOnly,235312,Bachelors,False,True,False,1,False,False,True,True,False
86,86,1,False,16.083333333333332,BlackOnly,78065,Bachelors,False,True,False,1,False,True,True,False,False
87,87,1,False,30.08333333333333,BlackOnly,95165,Graduate,False,True,False,1,False,False,True,False,False
88,88,1,False,25.08333333333333,WhiteOnly,92742,HighSchoolOrCollege,True,True,False,1,True,True,False,False,False
89,89,1,False,26.08333333333333,WhiteOnly,227295,Low,True,True,False,1,True,True,False,True,False
90,90,1,False,39.083333333333336,WhiteOnly,482610,Bachelors,True,True,False,1,False,False,False,True,True
91,91,1,False,31.08333333333333,AsianOnly,57959,Low,False,False,False,1,False,True,True,True,False
92,92,1,False,33.083333333333336,AsianOnly,186275,HighSchoolOrCollege,False,True,False,1,False,True,False,True,False
93,93,1,False,31.08333333333333,BlackOnly,87240,Graduate,False,True,False,1,False,True,False,False,True
94,94,1,False,20.08333333333333,BlackOnly,235738,Bachelors,False,True,False,1,True,True,True,False,True
95,95,1,False,25.08333333333333,WhiteOnly,383253,HighSchoolOrCollege,True,True,False,1,True,True,True,True,True
96,96,1,True,47.083333333333336,AsianOnly,31097,Graduate,False,False,False,1,True,False,True,False,True
97,97,1,False,36.083333333333336,BlackOnly,341373,Graduate,False,True,False,1,True,True,False,False,False
98,98,1,False,17.083333333333332,BlackOnly,97117,Graduate,False,True,False,1,True,False,True,False,True
99,99,1,True,43.083333333333336,BlackOnly,53590,Bachelors,False,False,False,1,False,False,True,False,False
100,100,1,False,55.083333333333336,BlackOnly,36836,HighSchoolOrCollege,False,False,True,1,True,True,True,True,False
101,101,1,False,43.083333333333336,BlackOnly,315578,Graduate,False,True,False,1,False,True,False,True,False
102,102,1,False,43.083333333333336,BlackOnly,81630,Bachelors,False,True,False,1,False,False,False,True,True
103,103,1,True,29.08333333333333,WhiteOnly,81450,HighSchoolOrCollege,True,True,False,1,False,True,False,False,True
104,104,1,False,24.08333333333333,BlackOnly,298657,Graduate,False,True,False,1,False,True,True,True,True
105,105,1,True,32.083333333333336,AsianOnly,365589,Graduate,False,True,False,1,True,False,False,False,True
106,106,1,True,29.08333333333333,BlackOnly,36731,Bachelors,False,False,False,1,False,False,False,True,True
107,107,1,False,25.08333333333333,BlackOnly,157572,Bachelors,False,True,False,1,True,True,False,True,False
108,108,1,False,34.083333333333336,BlackOnly,98832,Graduate,False,True,False,1,False,True,True,False,True
109,109,1,False,26.08333333333333,BlackOnly,40565,Graduate,False,False,False,1,False,True,True,True,True
110,110,1,False,30.08333333333333,WhiteOnly,215997,Graduate,True,True,False,1,True,True,False,True,True
111,111,1,True,58.083333333333336,WhiteOnly,424129,Bachelors,True,True,True,1,True,True,True,True,False
112,112,1,False,27.08333333333333,BlackOnly,84337,Bachelors,False,True,False,1,False,True,False,False,True
113,113,1,False,59.083333333333336,Other,176252,Bachelors,False,True,True,1,False,True,False,False,False
114,114,1,True,36.083333333333336,BlackOnly,25695,Graduate,False,False,False,1,False,True,True,False,False
115,115,1,True,30.08333333333333,Plus2Races,226176,Bachelors,False,True,False,1,True,False,True,True,False
116,116,1,False,54.083333333333336,BlackOnly,31922,Graduate,False,False,True,1,True,False,True,False,True
117,117,1,False,59.083333333333336,WhiteOnly,50407,HighSchoolOrCollege,True,False,True,1,False,True,False,True,False
118,118,1,True,31.08333333333333,WhiteOnly,129524,Graduate,True,True,False,1,True,True,False,True,False
119,119,1,False,49.083333333333336,BlackOnly,61594,Graduate,False,False,False,1,False,False,False,True,False
120,120,1,True,20.08333333333333,WhiteOnly,29556,Bachelors,True,False,False,1,False,False,False,False,False
121,121,1,False,59.083333333333336,WhiteOnly,77154,Bachelors,True,True,True,1,True,True,False,True,True
122,122,1,True,25.08333333333333,BlackOnly,441019,HighSchoolOrCollege,False,True,False,1,False,True,True,True,False
123,123,1,False,36.083333333333336,AmerIndianOnly,465442,Bachelors,False,True,False,1,True,False,False,True,False
124,124,1,False,32.083333333333336,BlackOnly,206451,Bachelors,False,True,False,1,False,False,False,True,False
125,125,1,False,31.08333333333333,WhiteOnly,87830,Bachelors,True,True,False,1,False,True,False,True,False
126,126,1,False,25.08333333333333,BlackOnly,190301,Graduate,False,True,False,1,False,True,False,False,False
127,127,1,False,34.083333333333336,BlackOnly,172436,Graduate,False,True,False,1,False,False,False,True,False
128,128,1,False,22.08333333333333,BlackOnly,69876,Bachelors,False,False,False,1,False,True,False,True,False
129,129,1,False,51.083333333333336,BlackOnly,136500,Bachelors,False,True,True,1,True,True,False,True,False
130,130,1,False,26.08333333333333,WhiteOnly,96466,Bachelors,True,True,False,1,True,True,False,True,True
131,131,1,False,18.08333333333333,WhiteOnly,129190,Bachelors,True,True,False,1,False,False,False,False,True
132,132,1,False,49.083333333333336,WhiteOnly,424919,Bachelors,True,True,False,1,False,True,False,False,False
133,133,1,True,37.083333333333336,BlackOnly,258217,Bachelors,False,True,False,1,False,False,True,True,True
134,134,1,True,59.083333333333336,WhiteOnly,29681,Low,True,False,True,1,True,True,False,False,False
135,135,1,False,33.083333333333336,WhiteOnly,457475,HighSchoolOrCollege,True,True,False,1,True,True,False,True,True
136,136,1,True,20.08333333333333,BlackOnly,245004,HighSchoolOrCollege,False,True,False,1,False,True,False,False,False
137,137,1,True,34.083333333333336,BlackOnly,43650,Bachelors,False,False,False,1,False,True,True,False,True
138,138,1,False,35.083333333333336,BlackOnly,331831,HighSchoolOrCollege,False,True,False,1,False,False,False,True,False
139,139,1,True,28.08333333333333,BlackOnly,203117,Bachelors,False,True,False,1,True,True,True,True,False
140,140,1,True,19.08333333333333,WhiteOnly,160815,Bachelors,True,True,False,1,True,True,False,True,True
141,141,1,False,62.083333333333336,BlackOnly,74590,Graduate,False,True,True,1,True,True,True,True,True
142,142,1,False,41.083333333333336,BlackOnly,71740,HighSchoolOrCollege,False,True,False,1,False,True,True,False,False
143,143,1,True,24.08333333333333,BlackOnly,91216,Bachelors,False,True,False,1,True,False,True,False,False
